"id";"name";"type";"Марка :";"Классификация :";"Дополнение:";"Применение:";"Зарубежные аналоги:";"Заменитель:";
"168";"25ХГСА";"Сталь конструкционная легированная";"25ХГСА";"Сталь конструкционная легированная";"Сталь хромокремнемарганцовая.";"Ответственные сварные и штампованные детали, применяемые в улучшенном состоянии: ходовые винты, оси, валы, червяки, шатуны, коленчатые валы, штоки и другие детали.";"Известны";"20ХГСА"
"164";"25ХГТ";"Сталь конструкционная легированная";"25ХГТ";"Сталь конструкционная легированная";"Сталь хромомарганцовая";"Нагруженные зубчатые колеса и другие детали, твердость которых более НRСэ 59.";"Нет данных";"18ХГТ, 30ХГТ, 25ХГМ"
"531";"27ХГР";"Сталь конструкционная легированная";"27ХГР";"Сталь конструкционная легированная";"Сталь хромомарганцовая";"Детали ответственного назначения: кулачки шарнира переднего ведущего моста, зубчатые колеса и др.";"Известны"
"534";"25ХГМ";"Сталь конструкционная легированная";"25ХГМ";"Сталь конструкционная легированная";;"зубчатые колеса  коробки передач";"Известны"
"3320";"28ХГ2ТР";"Сталь конструкционная легированная";"28ХГ2ТР";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"147";"30Г";"Сталь конструкционная легированная";"30Г";"Сталь конструкционная легированная";"Сталь марганцовистая";"Улучшаемые детали, к которым предъявляются требования невысокой прочности: тяги, оси, цилиндры, диски, болты, гайки, винты и другие.";"Известны";"35, 40Г"
"528";"30Г2";"Сталь конструкционная легированная";"30Г2";"Сталь конструкционная легированная";"Сталь марганцовистая";"Коленчатые валы, полуоси, цапфы, рычаги сцепления, вилки переключения передач, фланцы";"Известны"
"31";"30Х";"Сталь конструкционная легированная";"30Х";"Сталь конструкционная легированная";"Сталь хромистая";"Крепежные детали  для работы при температурах не выше 400 град.";"Известны";"30ХРА, 35Х, 35ХРА"
"2473";"30Х10Г10Т";"Сталь конструкционная легированная";"30Х10Г10Т";"Сталь конструкционная легированная";;"Для изготовления горячекатаной и холоднотянутой проволоки, предназначенной для механизированной электродуговой наплавки.";"Нет данных"
"3097";"30Х2НВА";"Сталь конструкционная легированная";"30Х2НВА";"Сталь конструкционная легированная";;"Для изготовления тяжелонагруженных деталей машиностроения";"Нет данных"
"3099";"30Х2НВФА";"Сталь конструкционная легированная";"30Х2НВФА";"Сталь конструкционная легированная";;"Для изготовления ответственных деталей высокой прочности и вязкости, работающих в условиях повторно-переменных нагрузок (коленчатых валов, зубчатых колес, шатунов и др); для изготовления деталей большого сечения, когда требуется высокая прокаливаемость";"Нет данных"
"3098";"30Х2НМА";"Сталь конструкционная легированная";"30Х2НМА";"Сталь конструкционная легированная";;"Для изготовления ответственных деталей высокой прочности и вязкости, работающих в условиях повторно-переменных нагрузок";"Нет данных"
"3100";"30Х2НМФА";"Сталь конструкционная легированная";"30Х2НМФА";"Сталь конструкционная легированная";;"Для изготовления кованых заготовок (поковок IV и V групп) шестерен и колес редукторов, валов, втулок и обойм зубчатых муфт компрессорных машин; кованых заготовок валов компрессорных машин и газовых турбин; ответственных деталей высокой прочности и вязкости, работающих в условиях повторно-переменных нагрузок (коленчатых валов, зубчатых колес, шатунов и др); деталей большого сечения, когда требуется высокая прокаливаемость.";"Нет данных"
"3108";"30Х3ВА";"Сталь конструкционная легированная";"30Х3ВА       (    другое обозначение         30Х3ВА-Ш     )";"Сталь конструкционная легированная";"Сталь теплоустойчивая";"Для изготовления силовых деталей ракетных двигателей, в том числе азотируемых, работающих при температурах до 400—500°С; азотируемых деталей авиастроения.";"Нет данных"
"3109";"30Х3МА";"Сталь конструкционная легированная";"30Х3МА";"Сталь конструкционная легированная";;"Для изготовления силовых деталей ракетных двигателей, в том числе азотируемых, работающих при температурах до 400—500 °С; трубной заготовки для изготовления труб в химическом и энергетическом машиностроении.";"Нет данных"
"2466";"30Х5";"Сталь конструкционная легированная";"30Х5";"Сталь конструкционная легированная";;"Для изготовления горячекатаной и холоднотянутой проволоки, предназначенной для механизированной электродуговой наплавки.";"Нет данных"
"538";"30Х3МФ";"Сталь конструкционная легированная";"30Х3МФ";"Сталь конструкционная легированная";"Сталь хромомолибденованадиевая";"Детали судовых дизелей и др. детали, которые должны обладать износостойкостью при высоких давлениях;сталь подвергается азотированию, теплоустойчива до 450 град.С";"Известны"
"169";"30ХГС";"Сталь конструкционная легированная";"30ХГС";"Сталь конструкционная легированная";"Сталь хромокремнемарганцовая.";"Различные улучшаемые детали: валы, оси, зубчатые колеса, тормозные ленты моторов, фланцы, корпуса обшивки, лопатки компрессорных машин, рычаги, толкатели, ответственные сварные конструкции, работающие при знакопеременных нагрузках, крепежные детали.";"Известны";"40ХФА, 35ХМ, 40ХН, 35ХГСА"
"170";"30ХГСА";"Сталь конструкционная легированная";"30ХГСА";"Сталь конструкционная легированная";"Сталь хромокремнемарганцовая.";"Различные улучшаемые детали: валы, оси, зубчатые колеса, фланцы, корпуса обшивки, лопатки компрессорных машин, работающие при температуре до 200°С, рычаги, толкатели, ответственные сварные конструкции, работающие при знакопеременных нагрузках, крепежные детали, работающие при низких температурах.";"Известны";"40ХФА, 35ХМ, 40ХН, 25ХГСА, 35ХГСА"
"3112";"30ХГСН2МА-ВД";"Сталь конструкционная легированная";"30ХГСН2МА-ВД       (    другое обозначение         30ХГСН2МА     )";"Сталь конструкционная легированная";"Сталь высокопрочная";"Для изготовления сортового проката, труб; наиболее ответственных деталей авиастроения.";"Нет данных"
"187";"30ХГСН2А";"Сталь конструкционная легированная";"30ХГСН2А       (    другое обозначение         30ХГСНА     )";"Сталь конструкционная легированная";"Сталь  хромо-кремне-марганцово-никелевая.";"Шестерни, фланцы, кулачки, пальцы, валики, оси, шпильки и другие ответственные тяжелонагруженные детали.";"Известны"
"2483";"30ХГСНМА";"Сталь конструкционная легированная";"30ХГСНМА";"Сталь конструкционная легированная";;"Для изготовления  труб";"Нет данных"
"160";"30ХГТ";"Сталь конструкционная легированная";"30ХГТ";"Сталь конструкционная легированная";"Сталь хромомарганцовая";"Улучшаемые и цементуемые детали, от которых требуется высокая прочность, вязкая сердцевина и высокая поверхностная твердость, работающие при больших скоростях и повышенных удельных давлениях под действием ударных нагрузок.";"Известны";"18ХГТ, 20ХН2М, 25ХГТ, 12Х2Н4А"
"1920";"30ХН2ВФА";"Сталь конструкционная легированная";"30ХН2ВФА";"Сталь конструкционная легированная";;"Валы, цельнокованые роторы, диски, детали редукторов, болты, шпильки и другие ответственные детали турбин и компрессорных машин, работающие при повышенных температурах.";"Нет данных"
"1916";"30ХН2ВА";"Сталь конструкционная легированная";"30ХН2ВА";"Сталь конструкционная легированная";"Сталь  хромоникельвольфрамовая";"Для изготовления коленчатых валов, шатунов, ответственных болтов, шпилек, специального крепежа, дисков, звездочек и других ответственных деталей, работающих в сложных условиях нагружения при нормальных, пониженных и повышенных температурах.";"Нет данных"
"189";"30ХН2МА";"Сталь конструкционная легированная";"30ХН2МА       (    другое обозначение         30ХНМА     )";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденовая.";"Коленчатые валы, шатуны, ответственные болты, шпильки, диски, звездочки и другие ответственные детали, работающие в сложных условиях нагружения при нормальных, пониженных и повышенных температурах";"Известны";"30ХН2ВА"
"202";"30ХН2МФА";"Сталь конструкционная легированная";"30ХН2МФА";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденованадиевая.";"Валы, цельнокованые роторы, диски, детали редукторов, болты, шпильки и другие ответственные детали турбин и компрессорных машин, работающие при повышенных температурах.";"Известны";"30ХН2ВФА"
"182";"30ХН3А";"Сталь конструкционная легированная";"30ХН3А";"Сталь конструкционная легированная";"Сталь хромоникелевая.";"Венцы ведомых колес тяговых зубчатых передач электропоездов, шестерни и другие улучшаемые детали. Может применяться при температуре —80 °С (толщина стенки не более 100 мм).";"Известны";"30Х2ГН2, 25Х2ГНТА, 34ХН2М"
"195";"30ХН3М2ФА";"Сталь конструкционная легированная";"30ХН3М2ФА";"Сталь конструкционная легированная";;"диски паровых турбин.";"Нет данных"
"525";"30ХРА";"Сталь конструкционная легированная";"30ХРА";"Сталь конструкционная легированная";"Сталь хромистая";"Оси, валики, рычаги, болты, гайки и другие некрупные детали, а также зубчатые колеса, валы и нагруженные шпильки";"Нет данных"
"3312";"32Г2";"Сталь конструкционная легированная";"32Г2";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"3314";"32Г2М";"Сталь конструкционная легированная";"32Г2М";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"163";"33ХС";"Сталь конструкционная легированная";"33ХС";"Сталь конструкционная легированная";"Сталь хромокремнистая";"Улучшаемые детали пружинного типа сравнительно небольших сечений, от которых требуется высокая прочность, износостойкость и упругость.";"Нет данных"
"3313";"32Г2С";"Сталь конструкционная легированная";"32Г2С";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"3247";"34ХМ";"Сталь конструкционная легированная";"34ХМ       (    другое обозначение         34ХМА     )";"Сталь конструкционная легированная";;"Применяется в турбостроении для изготовления ответственных деталей: валов, цельно­кованых роторов, дисков, болтов, шпилек, шестерен, фланцев и т.д";"Нет данных"
"201";"34ХН1М";"Сталь конструкционная легированная";"34ХН1М";"Сталь конструкционная легированная";;"диски, вали, роторы турбин и компрессорных машин, вала экскаваторов, оси, муфты, шестерни, полумуфты, вал-шестерни, болты, сило-вые шпильки и другие особо ответственные высоконагруженные детали, к которым предьявляются высокие требования по механическим свойствам и работающие при температуре до 500 °С";"Известны";"38Х2НМ, 34ХН3М, 38Х2Н2МА, 40Х2Н2МА"
"793";"34ХН1МА";"Сталь конструкционная легированная";"34ХН1МА";"Сталь конструкционная легированная";;"валы, роторы, диски парових турбин, валы-шестерни, муфты, зубчатые колеса и другие особо ответственные тяжелонагруженные детали, работающие при температуре до 500 град.С";"Известны"
"204";"34ХН3М";"Сталь конструкционная легированная";"34ХН3М";"Сталь конструкционная легированная";;"крупные особо ответственные детали с высокими требованиями к механическим свойствам.";"Нет данных";"35ХНВ, 35ХГНМ, 38Х2НМ, 34ХН1М, 34ХН3МА, 34ХН3МФА"
"794";"34ХН3МА";"Сталь конструкционная легированная";"34ХН3МА";"Сталь конструкционная легированная";;"валы, роторы, диски парових турбин, валы-шестерни, муфты, зубчатые колеса и другие особо ответственные тяжелонагруженные детали, работающие при температуре до 500 град.С";"Известны"
"148";"35Г";"Сталь конструкционная легированная";"35Г";"Сталь конструкционная легированная";"Сталь марганцовистая";"Тяги, оси, серьги, траверсы, рычаги, муфты, валы, звездочки, цилиндры, диски, шпиндели, соединительные муфты паровых турбин, болты, гайки, винты и другие детали, к которым предъявляются требования невысокой прочности.";"Известны"
"3315";"35Г2Ф";"Сталь конструкционная легированная";"35Г2Ф";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"153";"35Г2";"Сталь конструкционная легированная";"35Г2";"Сталь конструкционная легированная";"Сталь марганцовистая";"Валы, полуоси, цапфы, рычаги сцепления, вилки, фланцы, коленчатые валы, шатуны, болты, кольца, кожухи, шестерни и другие детали, применяемые в различных отраслях машиностроения, к которым предъявляются требования повышенной износостойкости.";"Известны";"40Х"
"3319";"35Г2ФА";"Сталь конструкционная легированная";"35Г2ФА";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"260";"35Х";"Сталь конструкционная легированная";"35Х";"Сталь конструкционная легированная";"Сталь хромистая";"Оси, валы, шестерни, кольцевые рельсы и другие улучшаемые детали.";"Известны";"40Х, 35ХР"
"530";"35ХГ2";"Сталь конструкционная легированная";"35ХГ2";"Сталь конструкционная легированная";;"для цементуемых деталей небольших сечений, работающих на трение";"Нет данных"
"588";"35ХГН2";"Сталь конструкционная легированная";"35ХГН2";"Сталь конструкционная легированная";;"для изготовления квадратной заготовки сечением 80 мм предназначенной для выполнения заказов ВАЗа.";"Нет данных"
"171";"35ХГСА";"Сталь конструкционная легированная";"35ХГСА";"Сталь конструкционная легированная";"Сталь  хромокремнемарганцовая.";"Фланцы, кулачки, пальцы, валики, рычаги, оси, детали сварных конструкций и другие улучшаемые детали сложной конфигурации, работающие в условиях знакопеременных нагрузок.";"Известны";"30ХГС, 30ХГСА, 30ХГТ, 35ХМ"
"533";"35ХГФ";"Сталь конструкционная легированная";"35ХГФ";"Сталь конструкционная легированная";;"Валы, кулаки, звездочки, оси, рычаги, работающие в условиях трения и повышенных нагрузок в автотракторном и с/х машиностроении";"Нет данных"
"3107";"35ХМФА";"Сталь конструкционная легированная";"35ХМФА";"Сталь конструкционная легированная";;"Для изготовления поковок различных деталей общего машиностроения";"Нет данных"
"199";"35ХН1М2ФА";"Сталь конструкционная легированная";"35ХН1М2ФА";"Сталь конструкционная легированная";;"оси, диски, валы и другие особо ответственные крупные детали с высокими требованиями к механическим свойствам.";"Нет данных"
"1824";"36Г2С";"Сталь конструкционная легированная";"36Г2С";"Сталь конструкционная легированная";;"для изготовления бесшовных бурильных труб и муфт к ним, применяемых при геологоразведочном колонковом бурении.";"Нет данных"
"3255";"36Г2СР";"Сталь конструкционная легированная";"36Г2СР";"Сталь конструкционная легированная";;"Изготовление профиля горячекатаного специального для ножей землеройных машин";"Нет данных"
"3316";"37Г2С";"Сталь конструкционная легированная";"37Г2С";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"3106";"37ХН3А";"Сталь конструкционная легированная";"37ХН3А";"Сталь конструкционная легированная";;"Для производства шестерней, валов, втулок, силовых шпилек, болтов, гаек и других цементируемых деталей, к которым предъявляются требования высокой прочности, пластичности и вязкости сердцевины и высокой поверхностной твердости, работающие под действием ударных нагрузок и при отрицательных температурах; для изготовления крупных особо ответственных изделий тяжелого и энергетического машиностроения";"Нет данных"
"203";"36Х2Н2МФА";"Сталь конструкционная легированная";"36Х2Н2МФА       (    другое обозначение         36ХН1МФА     )";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденованадиевая.";"Для крупных ответственных деталей-дисков, крепежных болтов и т. д.";"Известны";"37ХН3МФА"
"3317";"38ГСТ";"Сталь конструкционная легированная";"38ГСТ";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"1917";"38Х2Н2ВА";"Сталь конструкционная легированная";"38Х2Н2ВА";"Сталь конструкционная легированная";"Сталь  хромо-никель-ванадиевая";"Валы, шатуны, болты, шпильки и другие крупные особо ответственные тяжелонагруженные детали сложной конфигурации, применяемые в улучшенном состоянии";"Нет данных"
"3321";"38Г2МФ";"Сталь конструкционная легированная";"38Г2МФ";"Сталь конструкционная легированная";;"для изготовления трубной заготовки";"Нет данных"
"200";"38Х2Н3М";"Сталь конструкционная легированная";"38Х2Н3М";"Сталь конструкционная легированная";;"ответственные детали контейнеров с высокими требованиями по механическим свойствам при повышенных температурах.";"Нет данных"
"190";"38Х2Н2МА";"Сталь конструкционная легированная";"38Х2Н2МА       (    другое обозначение         38ХНМА     )";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденовая.";"Валы, шатуны, болты, шпильки и другие крупные особо ответственные тяжелонагруженные детали сложной конфигурации, применяемые в улучшенном состоянии.";"Известны";"38Х2Н2ВА"
"261";"38ХА";"Сталь конструкционная легированная";"38ХА";"Сталь конструкционная легированная";"Сталь хромистая";"Червяки, зубчатые колеса, шестерни, валы, оси, ответственные болты и другие улучшаемые детали.";"Известны";"40Х, 35Х, 40ХН"
"550";"38Х2Ю";"Сталь конструкционная легированная";"38Х2Ю       (    другое обозначение         38ХЮ     )";"Сталь конструкционная легированная";;"трущиеся детали приборов, детали вспомогательных узлов машин и приспособлений";"Известны"
"1915";"38ХВ";"Сталь конструкционная легированная";"38ХВ";"Сталь конструкционная легированная";;"Ответственные детали турбин и компрессоров";"Нет данных"
"535";"38ХГМ";"Сталь конструкционная легированная";"38ХГМ";"Сталь конструкционная легированная";"Сталь хромомарганцовая";"Для изготовления зубчатых колес коробок передач";"Нет данных"
"185";"38ХГН";"Сталь конструкционная легированная";"38ХГН";"Сталь конструкционная легированная";"Сталь  хромомарганцовоникелевая.";"Детали экскаваторов, крепеж, валы, оси, зубчатые колеса, серьги и другие ответственные детали, к которым предъявляются требования повышенной прочности.";"Нет данных";"38ХГНМ"
"205";"38Х2НМ";"Сталь конструкционная легированная";"38Х2НМ";"Сталь конструкционная легированная";;"ответственные детали тяжелого и транспортного машиностроения типа осей, валов и другие высоконагруженные детали, а также детали, используемые в условиях низких температур.";"Нет данных";"34ХН1М, 40ХН2МА"
"206";"38Х2НМФ";"Сталь конструкционная легированная";"38Х2НМФ";"Сталь конструкционная легированная";;"ответственные детали тяжелого и транспортного машиностроения типа осей, валов и другие высоконагруженные детали, а также детали, используемые в условиях низких температур";"Нет данных";"34ХН1М, 40ХН2МА, 34ХН3М"
"537";"38ХМ";"Сталь конструкционная легированная";"38ХМ";"Сталь конструкционная легированная";"Сталь хромомолибденовая";"Ответственные детали турбин и компрессоров, работающие при температуре до 400 град.С";"Известны";"38ХВ"
"589";"38ХГНМ";"Сталь конструкционная легированная";"38ХГНМ";"Сталь конструкционная легированная";;"для изготовления специального крепежа, валов, осей и других ответственных деталей горно-металлургического и нефтедобывающего оборудования, к которым предъявляются требования повышенной прочности.";"Известны"
"172";"38ХМА";"Сталь конструкционная легированная";"38ХМА";"Сталь конструкционная легированная";;"ответственные детали общего назначения в машиностроении.";"Известны"
"1919";"38ХН3ВА";"Сталь конструкционная легированная";"38ХН3ВА";"Сталь конструкционная легированная";;"Валы, оси, шестерни и другие крупные особо ответственные детали.";"Нет данных"
"193";"38ХН3МА";"Сталь конструкционная легированная";"38ХН3МА";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденовая.";"Валы, оси, шестерни и другие крупные особо ответственные детали.";"Известны";"38ХН3ВА"
"196";"38ХН3МФА";"Сталь конструкционная легированная";"38ХН3МФА";"Сталь конструкционная легированная";"Сталь хромоникельмолибденованадиевая.";"Наиболее ответственные тяжелонагруженные детали, работающие при температурах до 400 °С.
По СТ-ЦКБА 010-2004 критическая температура хрупкости  -40 °С";"Известны"
"3305";"38ХНМ";"Сталь конструкционная легированная";"38ХНМ";"Сталь конструкционная легированная";;"производство трубной заготовки, предназначенной для изготовления бесшовных труб.";"Нет данных"
"165";"38ХС";"Сталь конструкционная легированная";"38ХС";"Сталь конструкционная легированная";"Сталь хромокремнистая";"Валы, шестерни, муфты, пальцы и другие улучшаемые летали небольших размеров, к которым предъявляются требования высокой прочности, упругости и износостойкости.";"Известны";"40ХС"
"149";"40Г";"Сталь конструкционная легированная";"40Г";"Сталь конструкционная легированная";"Сталь марганцовистая";"Оси, коленчатые валы, шестерни, штоки, бандажи, детали арматуры, шатуны, звездочки, распределительные валики, головки плунжеров и другие детали, к которым предъявляются требования повышенной прочности.";"Известны";"45, 40Х"
"154";"40Г2";"Сталь конструкционная легированная";"40Г2";"Сталь конструкционная легированная";"Сталь марганцовистая";"Оси, коленчатые валы, поршневые штоки, рычаги, распреде лительные валики, карданные валы, полуоси и другие детали.";"Известны";"45Г2, 60Г"
"527";"40ГР";"Сталь конструкционная легированная";"40ГР";"Сталь конструкционная легированная";"Сталь марганцовистая";"Для изготовления после улучшения — заклепок ответственного назначения; после цементации или цианирования — поршневых пальцев, фрикционных дисков, пальцев рессор, кулачковых валиков, болтов, гаек, винтов, шестерней, червяков и других деталей с высокой твердостью и износостойкостью поверхности; без термообработки — сварных подмоторных рам, башмаков, косынок, штуцеров, втулок; звеньев гусениц тракторов.";"Известны"
"32";"40Х";"Сталь конструкционная легированная";"40Х";"Сталь конструкционная легированная";"Сталь хромистая";"Оси, валы, вал-шестерни, плунжеры, штоки, коленчатые и кулачковые валы, кольца, шпиндели, оправки, рейки, губчатые венцы, болты, полуоси, втулки и другие улучшаемые детали повышенной прочности.";"Известны";"45Х, 38ХА, 40ХН, 40ХС, 40ХФ, 40ХР"
"1918";"40Х2Н2ВА";"Сталь конструкционная легированная";"40Х2Н2ВА";"Сталь конструкционная легированная";;"Крупные изделия: валы, диски, редукторные шестерни, а также крепежные детали";"Нет данных"
"2468";"40Х2Г2М";"Сталь конструкционная легированная";"40Х2Г2М";"Сталь конструкционная легированная";;"Для изготовления горячекатаной и холоднотянутой проволоки, предназначенной для механизированной электродуговой наплавки.";"Нет данных"
"192";"40Х2Н2МА";"Сталь конструкционная легированная";"40Х2Н2МА       (    другое обозначение         40Х1НВА     )";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденовая.";"Крупные изделия: валы, диски, редукторные шестерни, а также крепежные детали.";"Известны";"38Х2Н2МА"
"2467";"40Х3Г2МФ";"Сталь конструкционная легированная";"40Х3Г2МФ";"Сталь конструкционная легированная";;"Для изготовления горячекатаной и холоднотянутой проволоки, предназначенной для механизированной электродуговой наплавки.";"Нет данных"
"551";"40ХГНМ";"Сталь конструкционная легированная";"40ХГНМ";"Сталь конструкционная легированная";"Сталь  хромомарганцовоникелевая с молибденом.";"деталей вспомогательных узлов машин и приспособлений; деталей шасси автомобилей";"Известны"
"532";"40ХГТР";"Сталь конструкционная легированная";"40ХГТР";"Сталь конструкционная легированная";"Сталь хромомарганцовая";"Валы, кулаки, звездочки, оси, рычаги, работающие в условиях трения и повышенных нагрузок в автотракторном и с/х машиностроении";"Нет данных"
"539";"40ХМФА";"Сталь конструкционная легированная";"40ХМФА";"Сталь конструкционная легированная";"Хромомолибденованадиевая";"Шлицевые валы, щтоки, шатуны, крепежные детали трубопроводов, работающие при температуре до 400 град.С";"Известны"
"175";"40ХН";"Сталь конструкционная легированная";"40ХН";"Сталь конструкционная легированная";"Сталь хромоникелевая.";"Оси, валы, шатуны, зубчатые колеса, валы экскаваторов, муфты, валы-шестерни, шпиндели, болты, рычаги, штоки, цилиндры и другие ответственные нагруженные детали, подвергающиеся вибрационным и динами ческим нагрузкам, к которым предъявляются требования повышенной прочности и вязкости. Валки рельсобалочных и крупносортных станов для горячей прокатки металла.";"Известны";"45ХН, 50ХН, 38ХГН, 40Х, 35ХГФ, 40ХНР, 40ХНМ, 30ХГВТ"
"3110";"40ХН2ВА";"Сталь конструкционная легированная";"40ХН2ВА       (    другое обозначение         40ХНВА     )";"Сталь конструкционная легированная";;"Для изготовления коленчатых валов, ответственных болтов и других крепежных деталей, специального крепежа и других тяжело нагруженных деталей; азотируемых деталей авиастроения.";"Нет данных"
"191";"40ХН2МА";"Сталь конструкционная легированная";"40ХН2МА       (    другое обозначение         40ХНМА       40ХН2МА-Ш     )";"Сталь конструкционная легированная";"Сталь  хромоникельмолибденовая.";"Коленчатые валы, клапаны, шатуны, крышки шатунов, ответственные болты, шестерни, кулачковые муфты, диски и другие тяжелонагруженные детали. Валки для холодной прокатки металлов.
Из стали 40ХН2МА-Ш изготавливают трубы  холоднодеформированные  для хвостовых валов вертолетов";"Известны";"40ХГТ, 40ХГР, 30Х3МФ, 45ХН2МФА"
"3111";"40ХН2СМА-ВД";"Сталь конструкционная легированная";"40ХН2СМА-ВД       (    другое обозначение         ЭИ643-ВД       EI-643-VD     )";"Сталь конструкционная легированная";"Сталь высокопрочная Электростальская исследовательская";"Для изготовления бесшовных труб и деталей химического машиностроения и специальной техники.";"Нет данных"
"166";"40ХС";"Сталь конструкционная легированная";"40ХС";"Сталь конструкционная легированная";"Сталь хромокремнистая";"Валы, шестерни, муфты, пальцы и другие улучшаемые детали небольших размеров, к которым предъявляются требования высокой прочности, упругости, износостойкости.";"Нет данных";"38ХС, 35ХГТ"
"1307";"40ХСН2МА";"Сталь конструкционная легированная";"40ХСН2МА";"Сталь конструкционная легированная";;"для высоконагруженных деталей, не имеющих значительных концентраторов напряжения и работающих при температуре от -70 до 250°C";"Нет данных"
"162";"40ХФА";"Сталь конструкционная легированная";"40ХФА";"Сталь конструкционная легированная";"Сталь хромованадиевая";"В улучшенном состоянии—шлицевые валы, штоки, установочные винты, траверсы, валы экскаваторов и другие детали, работающие при температуре до 400 °С; после закалки и низкого отпуска — червячные валы и другие детали повышенной износостойкости.";"Известны";"40Х, 65Г, 50ХФА, 30Х3МФ"
